1.00,4.15
2.00,3.20
3.00,3.02
4.00,2.73
5.00,3.01
6.00,3.88
7.00,3.41
8.00,3.01
9.00,2.66
10.00,3.54
11.00,3.79
12.00,2.36
13.00,3.26
14.00,3.54
15.00,2.46
16.00,3.79
17.00,4.03
18.00,3.34
19.00,2.48
20.00,2.54
21.00,3.62
22.00,3.35
23.00,2.86
24.00,3.18
25.00,3.65
26.00,3.53
27.00,2.93
28.00,4.06
29.00,4.06
30.00,3.65
31.00,3.11
32.00,3.95
33.00,3.00
34.00,3.89
35.00,3.31
36.00,3.96
37.00,3.50
38.00,2.82
39.00,3.62
40.00,3.93
41.00,3.96
42.00,2.87
43.00,3.45
44.00,2.79
45.00,3.42
46.00,3.11
47.00,4.11
48.00,2.98
49.00,3.74
50.00,4.52
52.00,3.64
53.00,4.75
54.00,2.56
55.00,3.07
56.00,2.00
57.00,3.40
58.00,4.09
59.00,2.75
60.00,3.21
61.00,3.00
62.00,3.70
63.00,2.86
64.00,2.27
65.00,2.06
66.00,1.67
67.00,3.25
68.00,3.45
69.00,3.66
70.00,3.16
71.00,2.10
72.00,3.63
73.00,3.82
74.00,2.97
75.00,1.92
76.00,2.85
77.00,3.76
78.00,3.26
79.00,2.61
80.00,3.83
81.00,3.16
82.00,3.88
83.00,3.70
84.00,3.10
85.00,3.40
86.00,3.39
87.00,2.21
88.00,2.94
89.00,3.07
90.00,3.67
92.00,2.34
93.00,2.24
94.00,3.73
95.00,2.88
96.00,3.92
97.00,3.75
98.00,2.00
99.00,3.46
100.00,3.06
101.00,3.87
102.00,1.82
103.00,3.21
104.00,3.53
105.00,3.23
106.00,3.58
107.00,3.15
108.00,2.86
110.00,4.23
111.00,4.18
112.00,3.44
113.00,2.98
114.00,3.09
116.00,4.10
117.00,3.63
118.00,3.07
119.00,2.46
120.00,2.67
121.00,4.05
122.00,2.77
123.00,3.87
124.00,3.21
125.00,3.83
126.00,1.99
127.00,1.00
128.00,4.33
129.00,3.31
130.00,4.00
131.00,3.06
132.00,2.49
133.00,1.00
134.00,4.00
135.00,2.81
136.00,3.25
137.00,3.00
138.00,2.50
139.00,4.00
140.00,3.17
141.00,3.55
142.00,1.00
144.00,3.39
145.00,3.30
146.00,2.89
147.00,3.54
148.00,2.78
149.00,3.79
150.00,4.07
151.00,3.59
152.00,3.00
153.00,2.64
154.00,3.73
155.00,3.41
156.00,3.56
157.00,2.73
158.00,2.98
159.00,3.28
160.00,2.24
161.00,3.72
162.00,4.06
163.00,3.46
164.00,3.57
165.00,3.56
166.00,2.46
167.00,3.60
168.00,2.95
169.00,2.02
170.00,3.15
171.00,3.57
172.00,2.58
173.00,2.31
174.00,2.31
175.00,3.48
176.00,3.92
177.00,2.73
178.00,3.47
179.00,2.21
180.00,3.55
181.00,1.61
182.00,3.14
183.00,3.48
184.00,3.35
185.00,2.87
186.00,2.76
187.00,3.24
188.00,3.22
189.00,3.40
190.00,3.75
191.00,2.47
192.00,3.00
193.00,2.05
194.00,3.76
195.00,2.84
196.00,2.82
197.00,3.06
198.00,3.30
199.00,3.81
200.00,2.42
201.00,2.64
202.00,2.50
203.00,3.05
204.00,2.92
205.00,3.61
206.00,3.67
207.00,3.13
208.00,2.63
209.00,2.46
210.00,3.15
211.00,3.56
212.00,1.93
213.00,4.06
214.00,4.25
215.00,3.81
216.00,3.18
217.00,2.62
218.00,3.13
219.00,3.18
220.00,1.82
222.00,3.55
223.00,3.95
224.00,3.39
225.00,3.17
226.00,2.00
227.00,2.67
228.00,2.15
229.00,3.50
230.00,3.45
231.00,3.19
232.00,4.08
233.00,3.61
234.00,2.22
235.00,3.70
236.00,3.30
237.00,2.97
238.00,2.81
239.00,2.88
240.00,2.71
241.00,3.31
242.00,3.50
243.00,2.10
244.00,1.90
245.00,3.00
246.00,4.19
247.00,3.87
248.00,2.91
249.00,3.76
250.00,2.60
251.00,3.28
252.00,3.27
253.00,3.52
254.00,3.08
255.00,2.06
256.00,2.65
257.00,3.23
258.00,2.42
259.00,2.84
260.00,4.45
261.00,3.65
262.00,3.87
263.00,3.86
264.00,3.20
265.00,3.93
266.00,3.43
267.00,2.73
268.00,3.37
269.00,3.53
270.00,3.04
271.00,3.14
272.00,3.73
273.00,2.90
274.00,2.38
275.00,2.54
276.00,2.69
277.00,3.18
278.00,2.75
279.00,3.72
280.00,3.57
281.00,3.65
282.00,3.22
283.00,3.00
286.00,3.00
287.00,2.90
288.00,3.14
289.00,3.34
290.00,3.92
291.00,2.21
292.00,3.27
293.00,4.11
294.00,3.10
295.00,2.76
296.00,4.28
297.00,3.11
298.00,3.91
299.00,3.66
300.00,3.76
301.00,3.30
302.00,3.81
303.00,2.98
304.00,3.14
305.00,2.50
306.00,4.23
307.00,4.10
308.00,3.97
309.00,3.69
310.00,2.67
311.00,3.00
312.00,2.44
313.00,2.89
314.00,3.85
315.00,2.65
316.00,3.49
317.00,3.19
318.00,4.55
319.00,3.89
320.00,3.41
321.00,3.75
322.00,3.71
324.00,3.97
325.00,2.45
326.00,4.34
327.00,2.61
328.00,3.11
329.00,3.38
330.00,2.73
331.00,3.10
332.00,2.55
333.00,3.50
334.00,3.86
335.00,3.49
336.00,2.68
337.00,3.84
338.00,2.88
339.00,3.50
340.00,3.27
341.00,3.84
342.00,3.68
343.00,2.43
344.00,3.15
345.00,3.81
346.00,3.53
347.00,3.17
348.00,3.70
349.00,3.73
350.00,3.39
351.00,3.34
352.00,3.13
353.00,3.45
354.00,3.18
355.00,2.35
356.00,4.09
357.00,3.74
358.00,3.17
359.00,3.21
360.00,2.50
361.00,3.42
362.00,3.36
363.00,4.26
364.00,3.86
365.00,3.17
366.00,2.82
367.00,3.28
368.00,3.52
369.00,3.31
370.00,2.90
371.00,3.18
372.00,3.15
373.00,3.86
374.00,2.11
375.00,3.29
376.00,3.25
377.00,3.57
378.00,2.89
379.00,2.89
380.00,3.63
381.00,3.26
382.00,2.93
383.00,3.27
384.00,2.90
385.00,3.40
386.00,2.60
387.00,2.75
388.00,3.64
389.00,3.70
390.00,3.54
391.00,3.28
392.00,2.80
393.00,1.86
394.00,3.67
396.00,4.00
397.00,2.42
398.00,4.00
401.00,3.00
402.00,3.00
404.00,3.75
405.00,2.12
406.00,3.62
407.00,2.91
408.00,3.32
409.00,3.02
410.00,2.91
411.00,2.62
412.00,3.56
413.00,2.53
414.00,2.66
415.00,2.48
416.00,2.43
417.00,3.49
418.00,2.52
419.00,2.19
420.00,2.51
421.00,3.36
422.00,3.12
423.00,3.11
424.00,2.60
425.00,3.61
426.00,3.08
427.00,2.37
428.00,3.93
429.00,2.38
430.00,2.42
431.00,3.69
432.00,2.58
433.00,2.79
434.00,3.08
435.00,2.61
436.00,2.65
437.00,2.05
438.00,2.62
439.00,4.50
440.00,3.81
441.00,3.69
442.00,2.99
443.00,3.39
444.00,2.30
445.00,2.61
446.00,4.08
447.00,2.48
448.00,3.60
449.00,3.66
450.00,3.28
451.00,3.15
452.00,3.29
453.00,3.22
454.00,3.55
455.00,2.59
456.00,4.00
457.00,4.10
458.00,3.28
459.00,2.83
460.00,2.26
461.00,3.28
462.00,2.64
463.00,2.74
464.00,2.78
465.00,3.31
466.00,2.80
467.00,3.20
468.00,3.27
469.00,2.96
470.00,1.74
471.00,3.63
472.00,2.70
473.00,2.23
474.00,3.83
475.00,3.90
476.00,2.69
477.00,3.47
478.00,2.46
479.00,2.80
480.00,3.76
481.00,3.38
482.00,3.53
483.00,3.74
484.00,2.66
485.00,2.51
486.00,2.81
487.00,2.61
488.00,3.38
489.00,2.47
490.00,3.32
491.00,3.32
492.00,3.72
493.00,3.61
494.00,3.35
495.00,3.38
496.00,3.22
497.00,4.00
498.00,2.74
499.00,2.76
500.00,3.42
501.00,3.61
502.00,1.94
503.00,3.69
504.00,2.96
505.00,2.49
506.00,3.49
507.00,3.52
508.00,3.89
509.00,3.67
510.00,2.40
511.00,3.11
512.00,2.87
513.00,3.12
514.00,3.53
515.00,3.92
516.00,2.87
517.00,3.18
518.00,2.46
519.00,1.94
520.00,2.93
521.00,3.37
522.00,3.57
523.00,3.66
524.00,3.62
525.00,3.19
526.00,2.50
527.00,4.51
528.00,2.51
529.00,3.98
530.00,3.50
531.00,3.77
532.00,3.05
533.00,2.73
534.00,3.84
535.00,3.82
536.00,3.16
537.00,3.08
538.00,3.82
539.00,3.76
540.00,2.22
541.00,4.27
542.00,2.67
543.00,3.38
544.00,2.64
545.00,2.00
546.00,1.87
547.00,2.88
548.00,2.55
549.00,3.82
550.00,3.02
551.00,3.72
552.00,3.24
553.00,3.87
554.00,2.62
555.00,3.93
556.00,4.23
557.00,4.50
558.00,2.70
559.00,3.00
560.00,3.62
561.00,3.62
562.00,3.80
563.00,3.24
564.00,2.27
565.00,3.13
566.00,2.92
567.00,3.57
568.00,3.86
569.00,2.93
570.00,3.22
571.00,3.59
572.00,3.00
573.00,3.52
574.00,3.45
575.00,2.82
576.00,3.00
577.00,2.96
578.00,4.50
579.00,2.00
580.00,3.24
581.00,4.05
582.00,3.00
583.00,3.68
584.00,4.00
585.00,2.91
586.00,3.13
587.00,3.50
588.00,3.79
589.00,4.06
590.00,3.92
591.00,2.00
592.00,3.60
593.00,4.35
594.00,3.85
595.00,3.89
596.00,3.75
597.00,3.64
598.00,4.25
599.00,4.09
600.00,3.00
601.00,3.00
602.00,4.12
603.00,3.00
605.00,3.31
606.00,2.23
607.00,2.00
608.00,4.25
609.00,2.78
610.00,3.55
611.00,2.47
612.00,2.41
613.00,3.63
614.00,2.67
615.00,4.04
616.00,3.35
617.00,3.65
